Name,Age,GPA,Credits Completed,Year,Pathway
Chris Wilson,17,3.56,15,Jenior,Engineering
Mary Brown,19,0.99,39,Freshman,Engineering
Mark Williams,16,1.13,9,Jenior,Early College
Kanye Jones,18,3.48,25,Jenior,Marketing
Elizabeth Miller,18,0.52,55,Sophomore,Business
David Williams,16,2.93,13,Sophomore,Marketing
Kevin Davis,16,1.56,35,Super Senior,Business
Robert Johnson,18,3.0,19,Senior,Biology
Patricia Jones,18,0.82,41,Sophomore,Engineering
Mary West,17,2.0,38,Super Senior,Early Childhood Education
Mike Thomas,17,2.27,3,Freshman,Biology
Kanye Thomas,15,4.09,17,Super Senior,Biology
James Miller,16,4.02,8,Super Senior,Biology
Jennifer Miller,15,0.67,54,Jenior,Engineering
Patricia Smith,17,0.92,43,Senior,Engineering
Mary Davis,17,3.32,34,Super Senior,Early College
Elizabeth Jones,14,4.03,0,Jenior,Medical
Chris Thomas,19,0.68,12,Freshman,Criminal Justice
Elizabeth Davis,15,1.68,7,Jenior,Early Childhood Education
Mike Wilson,14,2.82,58,Freshman,Biology
Linda Anderson,15,4.23,18,Senior,Engineering
Linda West,16,1.77,20,Super Senior,Marketing
Patricia Smith,19,1.45,15,Jenior,Criminal Justice
James Brown,15,3.95,56,Jenior,Medical
Mark Thomas,18,1.33,27,Jenior,Medical
Paul Wilson,19,3.73,17,Freshman,Criminal Justice
Elizabeth Brown,19,4.17,31,Jenior,Marketing
John Davis,15,3.83,51,Senior,Early College
James Jones,15,1.26,6,Sophomore,Medical
Mark Moore,19,3.4,57,Freshman,Early Childhood Education
Chris Johnson,19,2.86,0,Super Senior,Marketing
Linda Moore,17,3.65,20,Senior,Early Childhood Education
Chris Brown,16,3.31,58,Sophomore,Business
James Miller,14,0.89,29,Freshman,Marketing
Jennifer Anderson,19,3.55,38,Super Senior,Criminal Justice
Daniel Jones,17,0.63,30,Jenior,Business
Kanye Williams,19,2.53,30,Sophomore,Early College
Linda Brown,16,1.0,52,Super Senior,Medical
Paul Smith,18,2.88,55,Sophomore,Business
Robert Jones,17,2.92,60,Sophomore,Business
Elizabeth Davis,17,1.8,44,Sophomore,Criminal Justice
James Taylor ,14,1.93,11,Freshman,Business
Jennifer Davis,18,0.37,17,Jenior,Medical
David Taylor ,16,0.58,15,Freshman,Criminal Justice
Robert West,18,3.96,37,Sophomore,Early Childhood Education
Paul West,17,3.3,19,Senior,Biology
Daniel West,16,0.61,50,Sophomore,Medical
Kanye Brown,15,2.42,11,Freshman,Medical
Jennifer Davis,15,0.54,26,Freshman,Business
James Anderson,19,4.22,12,Senior,Early Childhood Education
Patricia Smith,17,2.8,2,Super Senior,Business
Kanye Wilson,19,1.36,54,Senior,Medical
James Wilson,15,2.17,54,Super Senior,Business
Elizabeth Moore,19,0.48,50,Jenior,Biology
Jennifer Brown,15,1.27,41,Sophomore,Early Childhood Education
James Moore,17,4.16,41,Senior,Early College
Robert West,16,1.65,15,Freshman,Business
Paul West,15,4.2,28,Sophomore,Biology
Kevin Jones,18,4.19,11,Super Senior,Engineering
Mark Brown,18,4.2,13,Senior,Medical
Chris Smith,18,2.86,8,Super Senior,Early College
Mark Taylor ,18,4.22,25,Super Senior,Business
Paul Brown,17,4.16,56,Senior,Criminal Justice
Jennifer Wilson,16,1.79,55,Senior,Marketing
Jennifer Wilson,19,2.74,53,Senior,Business
Elizabeth Miller,14,4.01,23,Senior,Criminal Justice
David Taylor ,17,4.39,30,Senior,Early Childhood Education
Mike Davis,14,4.15,24,Super Senior,Engineering
Robert West,16,2.02,36,Jenior,Marketing
David Miller,18,4.32,27,Freshman,Early College
Elizabeth Johnson,18,0.85,29,Senior,Marketing
Elizabeth Thomas,16,3.13,44,Senior,Engineering
James Thomas,15,0.6,45,Super Senior,Biology
John Anderson,18,2.16,51,Senior,Criminal Justice
Patricia Johnson,17,2.48,31,Sophomore,Early College
Mark Smith,16,0.65,52,Sophomore,Engineering
Mike Thomas,17,2.39,45,Super Senior,Criminal Justice
Elizabeth Brown,16,0.91,30,Sophomore,Engineering
Robert Johnson,19,0.88,46,Super Senior,Medical
Daniel Moore,14,1.13,29,Freshman,Marketing
Linda Davis,19,0.77,56,Sophomore,Business
Chris Smith,18,3.42,25,Sophomore,Marketing
Jennifer Moore,18,1.23,2,Freshman,Early Childhood Education
Mary Moore,14,4.15,3,Freshman,Early Childhood Education
Mark Taylor ,15,2.08,15,Freshman,Business
Daniel Thomas,15,2.99,54,Senior,Criminal Justice
Mark Davis,17,4.19,59,Freshman,Engineering
David Anderson,16,2.34,59,Senior,Medical
Mary Smith,17,2.11,58,Senior,Criminal Justice
Jennifer Taylor ,14,4.21,25,Freshman,Business
Robert Williams,16,3.15,58,Super Senior,Engineering
Patricia Miller,14,4.33,12,Jenior,Early College
Elizabeth Thomas,16,1.57,42,Senior,Criminal Justice
Patricia Anderson,14,1.06,18,Jenior,Marketing
Elizabeth Moore,14,3.92,22,Sophomore,Business
John Taylor ,14,0.77,28,Senior,Marketing
Elizabeth Wilson,17,2.23,42,Freshman,Engineering
Mike West,17,4.47,34,Senior,Criminal Justice
Mary Johnson,19,2.29,6,Senior,Early College
John Brown,15,3.67,52,Super Senior,Early Childhood Education
Linda Jones,16,2.14,54,Super Senior,Criminal Justice
Robert Miller,19,0.54,5,Senior,Business
Linda Jones,17,1.97,51,Super Senior,Criminal Justice
David Thomas,14,1.09,16,Sophomore,Biology
Paul Thomas,14,0.77,2,Super Senior,Biology
Chris West,18,2.84,31,Jenior,Early College
John Davis,19,4.07,22,Sophomore,Criminal Justice
David Williams,19,2.15,2,Super Senior,Biology
Chris Thomas,19,3.32,57,Freshman,Early Childhood Education
Chris Davis,17,3.51,9,Super Senior,Engineering
Robert Johnson,15,4.02,11,Sophomore,Marketing
Robert Taylor ,19,0.92,43,Jenior,Criminal Justice
Paul Miller,16,1.35,54,Freshman,Engineering
Kanye Miller,18,3.04,6,Senior,Criminal Justice
Elizabeth Williams,19,2.71,22,Freshman,Business
John Thomas,14,2.28,24,Super Senior,Early Childhood Education
Kanye Thomas,16,1.1,48,Senior,Marketing
Patricia Davis,18,1.92,10,Sophomore,Marketing
Linda Johnson,14,2.99,54,Sophomore,Business
Jennifer Johnson,19,3.77,6,Sophomore,Biology
Mike Williams,19,4.23,19,Freshman,Engineering
Robert Jones,15,0.66,1,Super Senior,Business
Daniel Brown,18,3.08,46,Jenior,Criminal Justice
Elizabeth Taylor ,15,3.06,50,Jenior,Business
Elizabeth Miller,17,0.6,46,Jenior,Medical
Kanye Brown,19,0.94,8,Super Senior,Biology
Mike Johnson,19,2.69,44,Senior,Engineering
Robert Wilson,15,0.47,16,Sophomore,Criminal Justice
James West,15,2.12,45,Senior,Early Childhood Education
Robert Jones,17,1.89,33,Freshman,Biology
Mary Johnson,17,3.22,12,Sophomore,Biology
Linda Anderson,16,1.78,42,Super Senior,Medical
Linda Johnson,18,3.07,31,Senior,Early College
Mary Brown,16,3.27,13,Sophomore,Engineering
Linda Davis,15,2.36,33,Sophomore,Criminal Justice
James Brown,18,2.43,0,Sophomore,Business
David Davis,14,4.19,58,Sophomore,Early College
Patricia Moore,17,4.34,11,Senior,Business
Kevin Thomas,17,1.5,55,Sophomore,Criminal Justice
Robert Thomas,17,2.47,30,Freshman,Early Childhood Education
James Johnson,18,3.13,1,Super Senior,Biology
Chris Davis,14,3.07,2,Sophomore,Criminal Justice
Kevin Anderson,16,2.91,4,Senior,Early College
Elizabeth Smith,16,0.82,21,Jenior,Early College
Kanye Moore,17,2.83,6,Jenior,Criminal Justice
Robert Williams,17,2.3,27,Sophomore,Business
Patricia Williams,18,0.58,54,Jenior,Business
Kanye Wilson,14,2.43,16,Freshman,Criminal Justice
Linda Williams,15,2.08,14,Super Senior,Business
John Davis,19,0.78,9,Senior,Early College
Jennifer Williams,18,1.19,43,Sophomore,Early College
Linda Wilson,18,0.45,24,Super Senior,Business
Mike Johnson,17,4.02,43,Sophomore,Marketing
Mark Wilson,14,2.86,26,Jenior,Engineering
James Smith,17,1.17,37,Sophomore,Biology
Paul Thomas,16,3.57,30,Super Senior,Early Childhood Education
Elizabeth Williams,14,4.25,4,Freshman,Criminal Justice
Mark Brown,17,0.78,39,Jenior,Medical
Kevin Smith,15,2.03,9,Freshman,Marketing
Linda Miller,14,2.77,2,Senior,Business
Elizabeth Wilson,16,3.27,8,Sophomore,Business
Linda Smith,15,3.47,19,Super Senior,Biology
Mike West,19,0.71,56,Freshman,Early Childhood Education
Mark Thomas,17,2.94,16,Jenior,Biology
Kanye Miller,18,0.51,8,Super Senior,Engineering
Chris Smith,15,2.0,37,Senior,Business
Kevin Williams,17,1.22,19,Jenior,Business
John West,16,2.14,59,Jenior,Engineering
Daniel Williams,17,0.72,37,Jenior,Business
Linda Jones,14,4.11,58,Jenior,Engineering
Mary Johnson,15,1.65,42,Senior,Biology
James Davis,19,2.01,52,Freshman,Engineering
Jennifer Anderson,19,1.98,33,Freshman,Biology
Mary Brown,17,4.24,47,Senior,Marketing
Paul Davis,19,2.15,17,Freshman,Engineering
Chris Miller,14,3.85,37,Super Senior,Medical
Kanye Moore,14,3.02,52,Senior,Medical
Mike Miller,17,0.93,53,Jenior,Medical
Jennifer West,18,1.8,0,Freshman,Marketing
Linda Smith,14,4.05,50,Super Senior,Criminal Justice
Kevin Miller,18,1.44,7,Sophomore,Engineering
John Johnson,15,4.44,27,Jenior,Early Childhood Education
Chris Thomas,17,0.43,29,Super Senior,Early Childhood Education
Paul Smith,17,4.24,30,Freshman,Biology
Mary Wilson,19,2.06,28,Freshman,Criminal Justice
Paul Anderson,17,2.78,46,Jenior,Medical
John Thomas,19,1.7,27,Super Senior,Business
John Anderson,19,1.72,11,Freshman,Criminal Justice
John Wilson,19,1.2,2,Jenior,Engineering
Linda Thomas,15,4.17,59,Sophomore,Marketing
Chris Wilson,14,0.44,55,Sophomore,Biology
Mark Moore,18,3.99,53,Senior,Early College
Mark Johnson,14,2.07,53,Jenior,Marketing
Chris Davis,15,1.48,33,Jenior,Early Childhood Education
John Davis,19,1.4,25,Jenior,Engineering
Kanye Anderson,17,4.39,58,Senior,Early College
David Davis,17,4.3,50,Sophomore,Early Childhood Education
Mark Davis,15,0.85,24,Jenior,Business
David Thomas,16,1.25,16,Jenior,Criminal Justice
Chris Johnson,15,1.94,33,Sophomore,Biology
Elizabeth Davis,17,1.16,12,Freshman,Engineering
Daniel Jones,19,1.21,45,Jenior,Early Childhood Education
Kanye Miller,17,3.12,20,Super Senior,Medical
Linda West,14,3.66,2,Jenior,Marketing
Elizabeth Smith,19,3.0,48,Freshman,Biology
Chris Davis,17,4.07,10,Sophomore,Criminal Justice
Mark West,16,2.55,47,Senior,Business
Chris Thomas,18,0.77,58,Freshman,Medical
Patricia West,14,3.46,35,Super Senior,Medical
Jennifer Taylor ,14,1.04,52,Freshman,Engineering
Kanye Johnson,16,0.37,35,Jenior,Business
Paul Brown,14,2.14,13,Sophomore,Early College
Mike West,18,2.75,50,Freshman,Early College
Mary Anderson,17,0.97,20,Sophomore,Marketing
Linda Thomas,14,1.16,30,Freshman,Criminal Justice
Paul Williams,15,3.52,26,Senior,Medical
Jennifer Williams,15,4.26,43,Super Senior,Engineering
Kevin Anderson,16,4.04,58,Senior,Criminal Justice
Elizabeth Miller,15,0.49,27,Sophomore,Biology
Jennifer Smith,17,4.26,10,Freshman,Early Childhood Education
Jennifer Smith,19,3.02,40,Jenior,Biology
Daniel West,18,1.53,12,Senior,Early College
Paul Thomas,15,2.09,29,Sophomore,Business
John Miller,16,3.41,28,Sophomore,Business
Mike Taylor ,15,4.31,31,Senior,Business
Linda West,16,2.89,32,Sophomore,Criminal Justice
Mark Davis,16,4.2,42,Senior,Biology
Chris Johnson,19,1.08,38,Freshman,Early Childhood Education
Mary West,18,4.05,13,Jenior,Biology
Patricia West,19,2.33,31,Super Senior,Marketing
David Taylor ,18,1.01,45,Freshman,Early Childhood Education
Linda Jones,19,1.2,9,Senior,Biology
Kanye Williams,19,0.71,56,Senior,Medical
Jennifer Taylor ,16,2.66,21,Senior,Early Childhood Education
Kanye Thomas,18,3.59,59,Sophomore,Biology
Robert West,17,3.62,23,Sophomore,Early College
Daniel Williams,18,2.14,9,Senior,Engineering
Jennifer Taylor ,19,0.89,3,Freshman,Criminal Justice
Kanye Miller,18,3.7,4,Freshman,Engineering
Daniel Wilson,18,2.52,23,Super Senior,Marketing
Mary Wilson,15,2.02,4,Jenior,Engineering
Kevin Johnson,15,2.19,16,Senior,Criminal Justice
Linda Johnson,19,1.87,1,Senior,Medical
Chris Thomas,15,4.18,57,Sophomore,Engineering
Daniel Thomas,18,1.26,3,Senior,Medical
Mark Taylor ,15,1.53,27,Freshman,Business
Kevin West,14,4.11,7,Sophomore,Business
Mike Davis,19,3.16,53,Freshman,Biology
Robert Williams,15,1.17,7,Jenior,Criminal Justice
Daniel Moore,15,3.09,5,Sophomore,Business
John Brown,17,2.07,15,Freshman,Criminal Justice
Jennifer Moore,15,1.06,19,Jenior,Criminal Justice
John Smith,19,3.99,55,Senior,Early Childhood Education
Linda Johnson,19,1.9,39,Freshman,Early College
Elizabeth Miller,16,2.45,54,Super Senior,Engineering
Kanye Moore,18,0.64,28,Jenior,Early Childhood Education
Paul West,17,3.03,50,Senior,Criminal Justice
John Miller,17,0.53,51,Senior,Engineering
Jennifer Miller,14,3.79,10,Freshman,Early Childhood Education
John Brown,17,1.64,39,Super Senior,Business
Jennifer Moore,19,1.7,33,Freshman,Early College
Mary Moore,19,1.62,9,Jenior,Business
Chris Anderson,14,2.4,4,Senior,Medical
Mark Jones,15,1.62,52,Sophomore,Marketing
Paul Jones,14,2.0,34,Senior,Early College
Linda Thomas,16,2.34,1,Sophomore,Criminal Justice
Robert West,17,3.43,7,Senior,Criminal Justice
David Miller,16,2.4,39,Freshman,Early College
Chris Brown,16,1.25,18,Senior,Marketing
Chris Brown,14,1.37,40,Sophomore,Biology
James Johnson,17,1.09,19,Freshman,Early College
Linda Williams,16,1.31,59,Senior,Criminal Justice
Robert Brown,14,0.47,56,Jenior,Medical
Chris Taylor ,18,1.01,16,Sophomore,Criminal Justice
Chris Wilson,18,4.5,43,Sophomore,Criminal Justice
James Thomas,18,0.5,23,Sophomore,Early College
Linda Brown,19,3.62,40,Jenior,Marketing
Daniel Thomas,19,0.54,23,Jenior,Business
Kevin Jones,16,4.47,42,Jenior,Early Childhood Education
Mark Taylor ,16,3.13,52,Jenior,Medical
Mary West,17,4.01,18,Super Senior,Biology
Kanye Moore,14,3.8,12,Freshman,Business
Kevin Williams,19,4.35,27,Freshman,Marketing
Mike Anderson,14,3.05,15,Super Senior,Early Childhood Education
Patricia Davis,17,3.0,46,Senior,Medical
Paul Moore,15,2.42,9,Senior,Criminal Justice
David Wilson,17,1.11,8,Freshman,Marketing
Mary Brown,17,4.1,53,Super Senior,Criminal Justice
Paul Wilson,16,2.34,55,Sophomore,Early Childhood Education
Patricia Brown,18,3.43,21,Super Senior,Biology
Mike Thomas,17,1.22,37,Super Senior,Criminal Justice
Mike Brown,19,2.34,17,Freshman,Business
David West,15,0.9,55,Senior,Early Childhood Education
Kanye West,18,1.36,30,Super Senior,Biology
Chris Wilson,16,3.66,0,Super Senior,Medical
Mark Moore,14,0.79,51,Super Senior,Marketing
John Smith,16,2.69,34,Jenior,Criminal Justice
Mary Anderson,15,1.72,0,Sophomore,Biology
Chris Brown,19,4.28,47,Jenior,Early College
Paul Wilson,15,3.17,4,Freshman,Marketing
John Taylor ,18,1.44,5,Sophomore,Criminal Justice
Mary Williams,16,1.77,44,Senior,Criminal Justice
Patricia Johnson,18,0.84,40,Senior,Medical
James Wilson,14,2.97,41,Senior,Early Childhood Education
Kevin Brown,15,1.78,55,Freshman,Marketing
John Taylor ,14,4.19,17,Senior,Engineering
Patricia Anderson,18,3.07,58,Jenior,Business
Elizabeth Wilson,19,1.35,14,Senior,Marketing
Mark Davis,18,3.06,41,Freshman,Business
Mark Johnson,14,1.01,35,Senior,Medical
Jennifer Williams,19,3.16,33,Jenior,Early College
Elizabeth Smith,17,4.31,28,Freshman,Engineering
Paul Johnson,17,2.27,18,Super Senior,Early Childhood Education
Chris Davis,14,4.16,4,Jenior,Marketing
Kanye Johnson,15,3.75,19,Senior,Early College
Kevin Williams,16,0.43,41,Super Senior,Engineering
Mark Wilson,17,4.43,39,Freshman,Criminal Justice
Patricia Williams,19,3.0,48,Freshman,Biology
Mary Taylor ,17,1.64,58,Senior,Criminal Justice
Mike Taylor ,15,1.18,21,Super Senior,Marketing
Kevin Williams,14,0.55,34,Jenior,Medical
Patricia Taylor ,14,3.64,22,Freshman,Marketing
Kevin Anderson,19,2.9,48,Freshman,Business
Elizabeth Miller,15,1.42,50,Jenior,Biology
Kanye Williams,14,2.19,29,Super Senior,Medical
Robert Davis,17,2.71,8,Jenior,Criminal Justice
Linda Anderson,16,4.35,42,Jenior,Engineering
Mike Brown,18,3.19,36,Jenior,Medical
Kanye Miller,16,3.77,16,Jenior,Early College
Patricia Miller,16,4.11,0,Freshman,Early Childhood Education
Paul Miller,17,2.72,13,Jenior,Biology
Patricia Anderson,19,1.73,22,Senior,Early Childhood Education
Mary Taylor ,18,2.22,46,Senior,Early College
Daniel Brown,15,0.8,60,Super Senior,Marketing
Daniel Smith,16,2.8,16,Jenior,Business
James Johnson,14,3.25,42,Jenior,Early College
Mike Miller,16,1.16,36,Freshman,Business
John Brown,16,0.42,8,Super Senior,Criminal Justice
Jennifer Davis,19,0.83,0,Senior,Business
Chris Thomas,16,2.82,34,Senior,Early Childhood Education
Mike Anderson,19,1.49,25,Super Senior,Biology
Kanye West,19,1.43,6,Sophomore,Early College
Paul Smith,19,3.7,20,Senior,Business
John Miller,18,4.43,34,Senior,Marketing
Linda Moore,15,4.32,24,Senior,Early Childhood Education
Mike Davis,14,4.05,2,Freshman,Marketing
David Davis,16,2.18,29,Freshman,Early Childhood Education
John Anderson,19,1.29,11,Jenior,Early College
Kanye Miller,18,1.58,24,Freshman,Criminal Justice
James Jones,17,2.43,5,Sophomore,Marketing
Mark Brown,19,3.04,20,Sophomore,Criminal Justice
Linda Thomas,17,1.7,6,Super Senior,Medical
Daniel Johnson,19,1.38,36,Jenior,Biology
John Wilson,19,3.83,38,Sophomore,Early College
Patricia Jones,17,1.82,58,Super Senior,Marketing
Mary Johnson,15,1.36,37,Super Senior,Medical
Kevin Johnson,19,0.4,9,Senior,Biology
Mark Taylor ,18,2.36,0,Super Senior,Early Childhood Education
Mike Smith,17,0.81,60,Senior,Engineering
Kanye Brown,15,3.84,19,Sophomore,Early College
Elizabeth Davis,15,3.29,14,Senior,Criminal Justice
Mark Johnson,14,0.66,7,Senior,Marketing
Kanye Moore,14,3.35,17,Freshman,Business
David Williams,14,1.03,49,Super Senior,Medical
Kevin Wilson,16,4.45,4,Freshman,Criminal Justice
Linda Johnson,19,1.19,16,Freshman,Biology
Kevin Brown,16,1.24,38,Sophomore,Business
Linda West,17,1.73,54,Jenior,Biology
John Johnson,18,3.8,31,Jenior,Criminal Justice
Patricia Thomas,19,3.55,36,Senior,Marketing
Paul Jones,15,0.76,59,Freshman,Business
Mary Miller,19,1.61,19,Freshman,Business
Paul Davis,19,3.08,19,Freshman,Marketing
Robert Taylor ,16,1.09,7,Senior,Biology
Chris Brown,16,2.62,7,Freshman,Engineering
Chris Williams,18,1.26,38,Senior,Early College
Patricia Davis,18,3.16,23,Sophomore,Medical
John Smith,14,3.55,3,Sophomore,Marketing
Elizabeth Johnson,18,2.85,41,Freshman,Criminal Justice
Patricia Davis,19,4.12,19,Jenior,Biology
John Davis,18,1.86,21,Freshman,Marketing
Mary Anderson,16,3.53,44,Sophomore,Early Childhood Education
James Taylor ,18,1.54,41,Senior,Early College
Chris Smith,16,2.84,16,Sophomore,Early College
Elizabeth Smith,19,1.11,53,Jenior,Criminal Justice
James Anderson,15,1.87,25,Senior,Biology
Patricia Johnson,19,3.75,11,Senior,Early Childhood Education
Mark Wilson,14,3.09,14,Super Senior,Business
Mike Smith,17,2.71,43,Sophomore,Early College
Linda Taylor ,19,0.47,17,Freshman,Early Childhood Education
Linda Williams,14,1.21,55,Jenior,Early Childhood Education
David Miller,15,3.75,60,Jenior,Medical
Mike Anderson,19,1.86,7,Senior,Engineering
Mary Wilson,17,3.57,11,Senior,Engineering
Chris West,19,3.46,5,Senior,Marketing
David Williams,16,2.18,4,Super Senior,Criminal Justice
Jennifer West,19,0.64,6,Super Senior,Criminal Justice
Mark Johnson,17,1.01,26,Sophomore,Biology
Kanye Davis,19,2.18,34,Super Senior,Engineering
Mary Miller,17,0.7,10,Super Senior,Early College
James Smith,14,2.8,49,Senior,Biology
Mike Davis,19,1.84,9,Super Senior,Criminal Justice
Jennifer West,15,1.98,23,Super Senior,Marketing
Kanye Davis,17,3.71,48,Jenior,Early Childhood Education
Kevin Miller,18,1.47,41,Super Senior,Medical
Patricia Thomas,17,2.68,24,Jenior,Business
Mark Taylor ,15,2.63,18,Sophomore,Business
Paul Jones,18,4.05,15,Sophomore,Early College
Daniel Wilson,18,4.31,14,Jenior,Biology
Daniel Thomas,16,2.48,53,Senior,Early College
David Thomas,14,2.76,40,Sophomore,Early Childhood Education
Mary Thomas,18,3.82,5,Senior,Medical
Mary Jones,16,3.46,32,Jenior,Early College
Kevin Jones,17,1.09,20,Freshman,Early College
Chris West,16,1.6,40,Senior,Business
Elizabeth Thomas,14,3.98,43,Jenior,Medical
James Miller,19,0.69,10,Super Senior,Marketing
Chris Williams,19,0.87,6,Sophomore,Criminal Justice
David West,18,2.41,22,Freshman,Marketing
Kevin Moore,17,1.68,49,Super Senior,Criminal Justice
James West,16,4.27,56,Senior,Medical
Robert Johnson,16,2.87,0,Jenior,Early College
Jennifer Jones,15,3.81,38,Super Senior,Biology
David Thomas,14,3.02,46,Sophomore,Engineering
Linda Wilson,17,2.04,43,Senior,Business
Mike Thomas,14,1.06,30,Freshman,Criminal Justice
Kanye Williams,18,3.55,41,Super Senior,Criminal Justice
James Moore,14,0.74,49,Jenior,Criminal Justice
David Brown,18,2.66,10,Senior,Marketing
Elizabeth Moore,17,1.68,27,Sophomore,Marketing
Kanye Thomas,16,4.39,54,Jenior,Engineering
Kevin Brown,19,3.57,46,Sophomore,Biology
Kevin Wilson,17,1.44,6,Senior,Business
Linda Taylor ,16,1.01,44,Super Senior,Early Childhood Education
Kevin West,19,2.24,13,Jenior,Early Childhood Education
Mike Taylor ,15,2.27,30,Senior,Biology
Mike Moore,19,3.13,29,Super Senior,Business
Mike Miller,18,4.36,33,Super Senior,Medical
Linda Wilson,17,4.06,54,Sophomore,Marketing
Patricia West,17,1.93,31,Sophomore,Early Childhood Education
Kevin Johnson,18,0.38,60,Jenior,Marketing
Chris Moore,19,2.6,28,Jenior,Early College
Chris Jones,15,2.59,21,Senior,Early Childhood Education
Daniel Johnson,16,2.24,14,Senior,Early College
James Davis,19,3.62,3,Senior,Business
Kanye Johnson,15,3.08,33,Super Senior,Biology
Robert Jones,16,4.38,23,Jenior,Criminal Justice
James Davis,17,2.05,29,Freshman,Marketing
Mary Taylor ,14,4.33,29,Freshman,Early Childhood Education
Mary Brown,14,3.93,38,Freshman,Medical
Paul Miller,15,2.58,42,Jenior,Business
Mark West,15,2.35,1,Sophomore,Early Childhood Education
David Anderson,16,2.28,35,Senior,Medical
David Williams,14,4.23,29,Freshman,Medical
Kevin Brown,18,4.41,12,Senior,Marketing
James Moore,16,3.86,39,Jenior,Biology
Elizabeth West,16,2.33,32,Freshman,Marketing
Kanye Davis,17,3.0,38,Sophomore,Medical
James Johnson,15,3.06,60,Freshman,Biology
Kevin Williams,19,2.84,29,Senior,Early College
Mark Smith,18,0.56,7,Jenior,Business
Elizabeth Taylor ,18,1.99,48,Jenior,Early Childhood Education
Linda Smith,14,1.0,50,Super Senior,Engineering
Paul Johnson,14,1.59,7,Freshman,Marketing
Kevin Taylor ,15,1.51,40,Sophomore,Early College
Daniel Anderson,15,4.09,18,Freshman,Medical
David Moore,14,1.16,47,Super Senior,Criminal Justice
Linda Wilson,15,2.58,37,Senior,Marketing
James Brown,19,1.26,55,Super Senior,Marketing
James Wilson,19,2.14,18,Super Senior,Criminal Justice
Kanye Taylor ,15,1.61,18,Jenior,Biology
David Davis,14,3.83,22,Freshman,Biology
Paul Smith,15,1.54,27,Sophomore,Business
Mark Williams,16,1.88,55,Jenior,Criminal Justice
Mark Williams,15,2.0,45,Sophomore,Biology
Kanye Thomas,14,0.43,41,Freshman,Biology
David West,16,1.22,15,Senior,Criminal Justice
Linda Wilson,16,0.76,13,Freshman,Criminal Justice
John Johnson,19,0.96,43,Freshman,Engineering
Patricia Miller,16,0.82,25,Sophomore,Medical
Linda West,16,4.13,17,Jenior,Early Childhood Education
David West,16,1.3,40,Sophomore,Engineering
Mark Thomas,17,3.29,19,Sophomore,Business
Patricia Davis,17,3.42,33,Senior,Biology
Patricia Smith,17,2.98,5,Freshman,Marketing
James Anderson,18,2.94,55,Super Senior,Biology
Mary Jones,19,3.42,29,Super Senior,Marketing
Robert Moore,18,2.62,5,Senior,Early College
David Moore,18,3.0,11,Freshman,Medical
Chris Williams,19,3.24,53,Sophomore,Business
Robert West,14,1.27,12,Super Senior,Business
Kanye Jones,15,1.57,38,Senior,Marketing
Linda Anderson,18,4.45,39,Super Senior,Engineering
Mike Johnson,19,0.61,58,Freshman,Early College
Paul Williams,14,4.4,1,Jenior,Early Childhood Education
Linda Thomas,15,0.31,33,Super Senior,Engineering
Daniel Anderson,18,3.35,53,Super Senior,Marketing
Chris Brown,19,4.28,23,Senior,Early College
Paul Miller,16,0.41,17,Freshman,Engineering
Kevin Anderson,14,1.41,3,Senior,Business
Robert Davis,17,1.38,39,Sophomore,Engineering
David Williams,14,3.73,59,Super Senior,Early College
Patricia Anderson,19,0.41,41,Freshman,Medical
Robert Thomas,14,1.94,21,Freshman,Business
Patricia West,14,3.4,16,Sophomore,Criminal Justice
Patricia Jones,18,2.92,53,Sophomore,Business
Elizabeth Johnson,19,1.44,55,Senior,Marketing
Chris Taylor ,19,0.34,37,Jenior,Business
Paul Davis,18,2.48,14,Freshman,Marketing
Paul Miller,16,4.26,43,Sophomore,Marketing
Patricia West,14,0.36,6,Senior,Early College
Elizabeth Miller,17,1.86,9,Senior,Engineering
Kevin Moore,18,1.37,49,Senior,Business
Kevin Davis,15,0.46,57,Sophomore,Early College
Patricia Taylor ,19,4.42,47,Freshman,Early Childhood Education
Kanye West,15,1.14,39,Jenior,Early Childhood Education
Kanye Moore,15,4.23,30,Super Senior,Biology
Mark Miller,16,1.95,14,Freshman,Biology
John Jones,14,2.47,60,Super Senior,Early College
Chris Jones,15,2.96,14,Jenior,Medical
Jennifer Anderson,18,1.06,43,Freshman,Engineering
James Williams,15,2.46,30,Jenior,Engineering
James Johnson,16,2.5,34,Jenior,Early College
Elizabeth Taylor ,16,1.59,38,Senior,Early College
Kanye Smith,18,4.05,30,Super Senior,Business
Elizabeth Wilson,18,4.41,14,Sophomore,Marketing
John Miller,18,1.63,17,Super Senior,Biology
Mark Thomas,16,2.21,17,Freshman,Business
James Smith,17,3.24,40,Super Senior,Biology
Patricia Johnson,19,4.04,17,Sophomore,Criminal Justice
Robert Johnson,16,1.23,59,Sophomore,Engineering
Jennifer Jones,18,3.97,3,Super Senior,Early College
Robert West,16,3.25,3,Senior,Engineering
Chris Johnson,14,3.32,46,Sophomore,Early College
James Brown,18,2.5,23,Senior,Medical
Elizabeth Taylor ,16,2.1,52,Super Senior,Medical
John Thomas,18,3.94,56,Freshman,Early College
Kanye Davis,15,2.54,11,Jenior,Criminal Justice
Daniel Davis,14,3.22,31,Freshman,Medical
Patricia West,19,0.34,32,Jenior,Early College
